,logFC,AveExpr,t,P.Value,adj.P.Val,B
DIO2,-0.99753459,5.407056032,-5.047321398,1.11E-06,1.61E-05,4.957432682
SHLD1,-0.516741534,4.094554568,-5.042915907,1.13E-06,1.64E-05,4.93812523
SLC22A16,0.756102524,3.182258117,5.041431922,1.14E-06,1.65E-05,4.931624369
SLC44A5,-1.201862895,4.237894723,-5.041379786,1.14E-06,1.65E-05,4.931396002
E2F5,0.924323919,5.969475187,5.039981411,1.14E-06,1.66E-05,4.925271523
VANGL2,1.237335653,6.322226681,5.037529044,1.16E-06,1.67E-05,4.91453392
ECI2,-1.02316843,7.979485293,-5.036914082,1.16E-06,1.68E-05,4.911841939
LINC02593,-0.808335714,3.127399423,-5.036835721,1.16E-06,1.68E-05,4.911498936
NQO1,-1.269090136,8.182172566,-5.036767722,1.16E-06,1.68E-05,4.911201288
SURF1,-0.494313588,6.823767764,-5.036483858,1.16E-06,1.68E-05,4.909958795
RIPOR3,-0.509419717,3.408414475,-5.034805475,1.17E-06,1.69E-05,4.902613438
HNF4G,0.717395816,2.872554987,5.033934738,1.18E-06,1.69E-05,4.89880342
PSMA3-AS1,-0.476876237,6.737175695,-5.032521228,1.18E-06,1.70E-05,4.892619486
UQCRH,0.436580544,11.01461462,5.032294323,1.18E-06,1.70E-05,4.891626925
OXGR1,1.080911433,3.132724839,5.030976496,1.19E-06,1.71E-05,4.885862951
SLC26A2,0.784510788,7.360326043,5.02412293,1.23E-06,1.77E-05,4.855904682
ZNF577,-0.57831702,4.55922426,-5.023651449,1.23E-06,1.77E-05,4.85384487
EMC3-AS1,0.762592909,5.762441066,5.023562758,1.23E-06,1.77E-05,4.85345741
TTC23,0.467372902,3.889898325,5.023429039,1.23E-06,1.77E-05,4.852873251
RBBP8,0.749963097,8.459785588,5.022632928,1.24E-06,1.77E-05,4.849395633
CORIN,-0.967652315,3.906444668,-5.022319137,1.24E-06,1.78E-05,4.848025028
ATP2C2,-0.744172704,4.886064463,-5.021621947,1.24E-06,1.78E-05,4.844979999
COL4A5,-0.812330545,5.112871516,-5.017348378,1.27E-06,1.81E-05,4.826321799
KHDC1,0.741908736,3.506363702,5.017077323,1.27E-06,1.81E-05,4.825138786
TAF2,0.433495732,7.472335827,5.016996571,1.27E-06,1.81E-05,4.824786357
BRMS1L,0.451896645,6.002366228,5.015639555,1.28E-06,1.82E-05,4.818864484
AADAC,-1.035336425,2.802604299,-5.015351266,1.28E-06,1.82E-05,4.817606576
SMOC1,0.95359516,3.958308446,5.01467574,1.28E-06,1.83E-05,4.814659228
SPIB,1.274106105,3.718441843,5.014516933,1.28E-06,1.83E-05,4.81396639
EPHB3,0.913617307,6.850972115,5.014389686,1.29E-06,1.83E-05,4.813411251
ZNF318,0.464688638,6.039976701,5.013172186,1.29E-06,1.84E-05,4.808100219
GORAB,0.475637636,7.535189819,5.011636027,1.30E-06,1.85E-05,4.801400502
TMEM213,1.024953144,3.389055789,5.01093657,1.31E-06,1.85E-05,4.798350437
LIN7A,-0.876712175,3.350042846,-5.004939215,1.34E-06,1.90E-05,4.77221135
LRRC8D,0.676022177,7.969980768,5.003962502,1.35E-06,1.91E-05,4.767956628
CMAHP,-0.728076146,4.598720758,-5.003771126,1.35E-06,1.91E-05,4.767123038
LDLR,-0.533512272,4.792382053,-5.002989635,1.35E-06,1.92E-05,4.763719278
HOXB5,-0.83301448,5.457707696,-5.000996096,1.37E-06,1.93E-05,4.755038295
EXOSC3,0.422676257,5.525021232,5.000933799,1.37E-06,1.93E-05,4.754767061
ANO10,-0.524638095,6.730986425,-4.99701495,1.39E-06,1.97E-05,4.737709913
PLPPR2,-0.48717957,5.896425004,-4.995238058,1.40E-06,1.98E-05,4.729979135
PDCD10,0.401517515,9.813156757,4.994092324,1.41E-06,1.99E-05,4.724995443
IQGAP2,-0.7024291,5.295982749,-4.99343969,1.41E-06,1.99E-05,4.722157014
SRSF6,-0.63036417,7.909106299,-4.992101191,1.42E-06,2.00E-05,4.716336501
VBP1,0.476676229,9.546574638,4.9916699,1.43E-06,2.01E-05,4.71446126
COL5A1,-1.121849985,8.420977317,-4.991292614,1.43E-06,2.01E-05,4.712820936
FOXD3-AS1,1.145776211,3.930366265,4.988476926,1.45E-06,2.03E-05,4.700582115
BIRC5,0.722449974,6.167410485,4.987253826,1.45E-06,2.04E-05,4.695267337
TRIM47,0.844228606,7.257577825,4.984491154,1.47E-06,2.07E-05,4.683266203
ADAMTS15,-0.715308626,4.089818081,-4.984319088,1.47E-06,2.07E-05,4.682518908
AGTPBP1,0.467795886,4.752862576,4.981272244,1.49E-06,2.10E-05,4.669289454
ZNF91,-0.393644166,4.632594342,-4.981022628,1.50E-06,2.10E-05,4.668205887
TMTC3,-0.550090028,6.190878271,-4.980632157,1.50E-06,2.10E-05,4.666510958
MRPL2,0.387922586,6.216412557,4.979999568,1.50E-06,2.10E-05,4.663765268
YEATS2,0.34180694,6.359290382,4.977727559,1.52E-06,2.12E-05,4.653906011
PDLIM1,-0.793798334,9.597635737,-4.977436634,1.52E-06,2.13E-05,4.652643803
SKA1,0.733997541,4.547291362,4.97622071,1.53E-06,2.14E-05,4.64736899
ERCC6L2-AS1,0.475381009,3.682672386,4.974021355,1.54E-06,2.16E-05,4.637830404
ACOT4,-0.796899303,6.206981055,-4.972424613,1.56E-06,2.17E-05,4.630907326
SLC49A3,-0.958928929,3.845428829,-4.971106063,1.56E-06,2.18E-05,4.625191686
ATP2A1-AS1,0.896343178,4.316886855,4.971099065,1.56E-06,2.18E-05,4.625161352
GLYATL2,-1.866296542,5.82112156,-4.969617613,1.58E-06,2.19E-05,4.618740933
EDARADD,-1.036893866,4.181854801,-4.969542127,1.58E-06,2.19E-05,4.618413822
GNB4,0.697409165,6.847923755,4.968653776,1.58E-06,2.20E-05,4.614564556
ITFG1,-0.380267069,6.288581429,-4.968193317,1.59E-06,2.20E-05,4.61256957
DSCAM-AS1,-1.673119773,4.12065656,-4.967353106,1.59E-06,2.21E-05,4.608929631
RBM47,-0.622572078,5.551166168,-4.967042561,1.59E-06,2.21E-05,4.60758441
TENT2,-0.476161161,7.356926167,-4.963968086,1.62E-06,2.24E-05,4.59426982
DTWD2,-0.624155041,5.186827356,-4.963336187,1.62E-06,2.25E-05,4.591534032
CENPV,1.034920728,4.809046592,4.961304966,1.64E-06,2.27E-05,4.582741691
SLC25A32,0.550208314,8.222140958,4.960767542,1.64E-06,2.27E-05,4.580415853
BDKRB2,-0.901110797,5.502549502,-4.960212628,1.64E-06,2.27E-05,4.57801452
PTAR1,0.440735758,6.440117411,4.957327998,1.67E-06,2.30E-05,4.565534845
MMP10,-1.44738056,4.222843779,-4.956427449,1.67E-06,2.31E-05,4.56163995
DPY19L2P2,0.854271797,4.012924569,4.955900289,1.68E-06,2.31E-05,4.559360221
CRISPLD1,1.787422406,6.242722405,4.95294277,1.70E-06,2.34E-05,4.54657366
KIFC1,0.7774391,5.61687226,4.951938052,1.71E-06,2.35E-05,4.542231162
LRG1,-1.536432607,4.727449455,-4.951794729,1.71E-06,2.35E-05,4.54161176
DSG3,2.240624835,4.511017503,4.951753606,1.71E-06,2.35E-05,4.541434041
ZNF529-AS1,0.924427941,3.516088394,4.95003906,1.72E-06,2.37E-05,4.534025333
CD59,0.648145771,8.952768418,4.949549098,1.72E-06,2.37E-05,4.531908517
GYG1,0.471276583,8.978542685,4.946503332,1.75E-06,2.40E-05,4.518753245
GNAZ,0.655325425,5.538143538,4.946343031,1.75E-06,2.40E-05,4.518061039
PGGT1B,-0.386754294,6.031185416,-4.94598751,1.75E-06,2.40E-05,4.51652591
SCGB1D2,-2.921511406,5.447561594,-4.945297163,1.76E-06,2.41E-05,4.513545247
VPS13C,-0.443489954,6.050433673,-4.944706688,1.76E-06,2.42E-05,4.510996039
PTTG1,0.715715859,8.717479038,4.943860948,1.77E-06,2.42E-05,4.507345205
MZF1,-0.456211014,6.09679715,-4.943092047,1.78E-06,2.43E-05,4.504026468
MAST4,-0.630724001,5.545470144,-4.9429629,1.78E-06,2.43E-05,4.503469082
NCAN,1.433303543,3.366731269,4.940772651,1.79E-06,2.45E-05,4.49401784
TMEM53,-0.461247416,5.305383639,-4.940373842,1.80E-06,2.45E-05,4.492297261
SLCO4A1-AS1,0.743068243,4.213441561,4.940304068,1.80E-06,2.45E-05,4.491996246
GTSE1,0.4867543,5.707038146,4.940232144,1.80E-06,2.45E-05,4.491685961
LINC02901,-0.804881072,3.920182251,-4.939514874,1.80E-06,2.46E-05,4.488591776
PITPNM2,0.531570651,3.976410625,4.93786895,1.82E-06,2.48E-05,4.48149282
MYG1,-0.39856412,7.262229195,-4.936770559,1.83E-06,2.49E-05,4.476756398
NOX4,-0.745878556,5.037575381,-4.93630356,1.83E-06,2.49E-05,4.474742869
CRACR2B,-1.115375052,7.479652693,-4.935978906,1.83E-06,2.49E-05,4.473343166
APBA2,0.872567262,4.672551284,4.934850149,1.84E-06,2.50E-05,4.468477216
CENPA,0.641469956,6.565375026,4.933579364,1.85E-06,2.52E-05,4.463000002
MOCOS,1.032102921,5.497189272,4.932545713,1.86E-06,2.53E-05,4.45854565
PI4KB,0.425215128,7.362597832,4.932153439,1.87E-06,2.53E-05,4.456855391
EMD,0.553927824,6.666053871,4.932147867,1.87E-06,2.53E-05,4.456831385
FGF2,1.030085404,4.171465392,4.929197362,1.89E-06,2.56E-05,4.44412131
ZNF823,-0.601074535,6.392363686,-4.928811222,1.89E-06,2.56E-05,4.442458333
LYSMD3,-0.438683113,7.321832392,-4.927199874,1.91E-06,2.58E-05,4.435519866
AGGF1,-0.356262916,6.367105405,-4.926583734,1.91E-06,2.59E-05,4.432867219
SLC38A2,-0.511849794,10.40415813,-4.926377107,1.91E-06,2.59E-05,4.431977692
PLK4,0.640827118,4.775484949,4.925288881,1.92E-06,2.60E-05,4.427293346
ZNF165,0.871747483,5.474983618,4.920652471,1.96E-06,2.65E-05,4.407344376
MAB21L3,-0.891106651,2.290422437,-4.920223737,1.97E-06,2.65E-05,4.405500393
SPTSSA,-0.79949543,8.779745748,-4.919921233,1.97E-06,2.65E-05,4.404199394
ERICH5,0.996660003,2.7302251,4.919865817,1.97E-06,2.65E-05,4.403961071
RASGEF1A,1.063134051,4.567144341,4.919406685,1.98E-06,2.66E-05,4.401986587
APC,-0.432274701,5.20784713,-4.919192759,1.98E-06,2.66E-05,4.401066653
UPF2,0.456534329,7.848942101,4.91858242,1.98E-06,2.66E-05,4.398442207
NSRP1,-0.493120708,8.240172774,-4.918016643,1.99E-06,2.67E-05,4.396009601
SENP3,0.417041334,5.898303421,4.917051512,2.00E-06,2.68E-05,4.391860424
MATN4,0.629730523,4.209057715,4.915697216,2.01E-06,2.69E-05,4.386039232
TMSB15B,0.971609845,6.603430058,4.915617793,2.01E-06,2.69E-05,4.385697885
FBXW2,-0.369211633,5.505184063,-4.915512336,2.01E-06,2.69E-05,4.385244656
DENND4B,0.523601194,7.62247916,4.912274087,2.04E-06,2.73E-05,4.371330958
TMPRSS3,1.46251289,5.300593324,4.911796965,2.04E-06,2.73E-05,4.369281511
HIC2,0.414901869,4.929939152,4.90745074,2.08E-06,2.79E-05,4.350619489
CCDC150,0.616670517,3.909955943,4.907146089,2.09E-06,2.79E-05,4.349311835
C1orf226,0.970075482,5.590555085,4.906000138,2.10E-06,2.80E-05,4.344393612
DSC3,1.599872798,4.435537741,4.903486674,2.12E-06,2.83E-05,4.333609314
CNBP,0.32348468,8.73515907,4.903465338,2.12E-06,2.83E-05,4.333517787
IFNAR2,0.416669666,6.884973814,4.903406328,2.12E-06,2.83E-05,4.333264648
FAT2,1.197165657,4.015829229,4.90202872,2.14E-06,2.84E-05,4.327355718
LINC02544,-0.811699365,4.845464424,-4.901555843,2.14E-06,2.85E-05,4.325327714
BLVRB,-0.742229057,8.778786661,-4.901301042,2.14E-06,2.85E-05,4.324235021
FAM222B,-0.627244983,7.197007596,-4.901065411,2.14E-06,2.85E-05,4.323224574
SLC6A15,0.771754158,3.101382299,4.900854847,2.15E-06,2.85E-05,4.322321657
BRWD1,-0.398680995,5.708822697,-4.90063376,2.15E-06,2.85E-05,4.321373644
STAG2,0.395031459,8.956349867,4.89968427,2.16E-06,2.86E-05,4.317302637
AFF1,-0.479876044,5.724349407,-4.896924914,2.18E-06,2.90E-05,4.305475095
C15orf61,0.500418028,8.089925633,4.894848346,2.21E-06,2.92E-05,4.296577548
PARVB,0.611521656,5.667774088,4.894657524,2.21E-06,2.92E-05,4.29576007
TTC9,-0.836358502,5.22170501,-4.894523446,2.21E-06,2.92E-05,4.295185697
KIAA0040,-0.759483294,6.170663658,-4.894496622,2.21E-06,2.92E-05,4.295070785
CRACDL,-0.359175335,3.706221673,-4.893745362,2.22E-06,2.93E-05,4.291852714
PLAT,-1.171832595,7.584964874,-4.89362638,2.22E-06,2.93E-05,4.291343081
IGF2BP3,1.047241856,3.743930725,4.893028704,2.22E-06,2.93E-05,4.288783215
GTF2E2,0.5584777,7.65135758,4.89158783,2.24E-06,2.95E-05,4.282612871
SLC39A11,-0.786499086,7.474723469,-4.890697256,2.25E-06,2.96E-05,4.278799803
EID1,-0.608454283,8.396195915,-4.890064113,2.25E-06,2.97E-05,4.276089265
PCDH7,-0.748716248,4.62207813,-4.888898803,2.26E-06,2.98E-05,4.271101175
SORL1,-0.729155488,7.589503352,-4.887319247,2.28E-06,3.00E-05,4.264341358
JTB,0.372216844,10.62216137,4.886667448,2.29E-06,3.01E-05,4.26155242
CEP126,-0.61443869,4.881946321,-4.885997616,2.29E-06,3.01E-05,4.258686618
DNAJC15,-0.783498649,6.898285676,-4.881996741,2.34E-06,3.07E-05,4.24157553
LYSMD1,0.723247356,5.096628652,4.881151186,2.34E-06,3.08E-05,4.237960595
CHEK1,0.52899591,5.483786155,4.880727566,2.35E-06,3.08E-05,4.2361497
FAM95C,1.349650395,3.809517962,4.879033303,2.37E-06,3.10E-05,4.228908256
SCNN1B,1.307343357,4.220759573,4.878861773,2.37E-06,3.10E-05,4.228175226
FNDC3B,0.554429272,7.114239181,4.878207345,2.38E-06,3.11E-05,4.225378723
TTC13,0.452002873,7.333948188,4.877015975,2.39E-06,3.12E-05,4.220288492
SCAMP1,-0.534117629,6.560156358,-4.875942466,2.40E-06,3.14E-05,4.215702641
RPL23A,-0.240133797,12.47988479,-4.871250274,2.45E-06,3.20E-05,4.195667392
NCOA7,0.496486622,6.040076383,4.871148548,2.45E-06,3.20E-05,4.195233193
SC5D,-0.671449495,5.705070859,-4.869687796,2.47E-06,3.22E-05,4.188999006
ERP29,-0.432148398,8.968055977,-4.865060752,2.52E-06,3.29E-05,4.169261123
PTP4A3,0.557974532,5.694411528,4.864345,2.53E-06,3.29E-05,4.166209167
PRKCQ-AS1,0.518139079,3.940866761,4.863887739,2.53E-06,3.30E-05,4.164259592
PIERCE2,-0.629107016,5.419934835,-4.863474242,2.54E-06,3.30E-05,4.162496731
MAPK12,0.483929877,3.953737566,4.862553892,2.55E-06,3.31E-05,4.158573414
BTBD3,0.597275113,8.072416696,4.862077495,2.55E-06,3.32E-05,4.156542822
ACSL6,0.659850466,3.26112013,4.861466084,2.56E-06,3.33E-05,4.153936974
CENPL,0.505827795,6.811047097,4.860496012,2.57E-06,3.34E-05,4.149803011
TBC1D1,0.47051405,5.007373297,4.860184108,2.57E-06,3.34E-05,4.148473966
HLA-DOB,0.713534231,4.35481439,4.859369351,2.58E-06,3.35E-05,4.145002536
SNHG6,0.695586024,10.73330357,4.857699091,2.60E-06,3.37E-05,4.137887454
SYNCRIP,0.361512509,7.924276744,4.855784604,2.63E-06,3.40E-05,4.129734289
EDNRA,-0.830448529,6.611394808,-4.85552281,2.63E-06,3.40E-05,4.128619585
SAP18,-0.506796283,8.0055967,-4.851658006,2.67E-06,3.46E-05,4.112168811
AGA,-0.709405455,7.166692642,-4.849768927,2.70E-06,3.49E-05,4.104131463
KLHDC4,0.34962521,4.793651193,4.849320567,2.70E-06,3.49E-05,4.102224203
LOC100129034,-0.43629435,4.777868346,-4.849216241,2.70E-06,3.49E-05,4.101780436
LAMP3,1.348212119,6.503038293,4.848552762,2.71E-06,3.50E-05,4.098958383
TRMT12,0.502862112,7.081169137,4.847021171,2.73E-06,3.52E-05,4.092445018
DAPK2,0.797030539,4.864711507,4.846334893,2.74E-06,3.53E-05,4.089527005
RMND5A,0.430219726,5.859242256,4.8445716,2.76E-06,3.55E-05,4.082031035
TXLNG,0.526236658,6.454679591,4.843835411,2.77E-06,3.56E-05,4.078902026
FBXO38,-0.366442834,6.355680014,-4.84289002,2.78E-06,3.58E-05,4.074884377
ARL4D,-0.518389039,3.998817248,-4.841943133,2.79E-06,3.59E-05,4.070860974
B4GALNT2,-0.815151416,3.378763955,-4.840910408,2.80E-06,3.60E-05,4.066473524
IFRD2,0.494982217,7.502824776,4.84004838,2.82E-06,3.62E-05,4.062811808
CPEB4,-0.56888969,7.11834801,-4.83905522,2.83E-06,3.63E-05,4.058593693
UBE2Q1,0.434549909,6.426662836,4.837642404,2.85E-06,3.65E-05,4.052594367
TTC7B,0.596637127,6.159222591,4.836692488,2.86E-06,3.66E-05,4.048561432
KDM1A,0.534109813,7.573075318,4.833496482,2.90E-06,3.71E-05,4.034997007
LPAR1,-0.702688161,6.318962002,-4.833347962,2.90E-06,3.71E-05,4.034366829
IFT46,-0.507879929,7.186119427,-4.831783366,2.92E-06,3.74E-05,4.027729055
SSB,0.395141639,8.912818266,4.830560183,2.94E-06,3.75E-05,4.022540866
MARS2,0.521651538,5.128104197,4.829286455,2.95E-06,3.77E-05,4.017139352
KRT16,1.995539517,4.77094721,4.828833076,2.96E-06,3.78E-05,4.015216968
LINC02595,0.76362081,2.953771213,4.828360312,2.97E-06,3.78E-05,4.013212531
HS6ST3,-0.776944902,3.077397399,-4.827894705,2.97E-06,3.79E-05,4.011238588
SMUG1,-0.323132616,5.049269813,-4.823213812,3.03E-06,3.87E-05,3.991402002
MFAP5,-1.263907917,6.808885573,-4.822299036,3.05E-06,3.88E-05,3.987527104
GOLGA2,-0.475407856,7.285214272,-4.821318706,3.06E-06,3.90E-05,3.983375148
SNUPN,0.502451153,7.825415733,4.8199326,3.08E-06,3.92E-05,3.977505728
ITSN1,-0.33191199,4.521578092,-4.819508104,3.08E-06,3.92E-05,3.975708468
PDPR,0.498169707,6.410606459,4.817332046,3.11E-06,3.96E-05,3.966497247
ABHD15,-0.721501839,5.927987718,-4.817282103,3.11E-06,3.96E-05,3.966285879
NNT-AS1,0.725611746,6.302398209,4.816862952,3.12E-06,3.96E-05,3.964511999
ANXA9,-0.963151711,4.696188823,-4.816479834,3.13E-06,3.97E-05,3.962890716
HECW2-AS1,-0.840550686,3.063905347,-4.814159919,3.16E-06,4.00E-05,3.953075384
DCLRE1C,0.427366962,6.303676975,4.813008741,3.17E-06,4.02E-05,3.94820621
PRPS2,0.602902336,7.77040613,4.812978203,3.17E-06,4.02E-05,3.948077056
AFP,-0.896859462,4.336809697,-4.812268838,3.18E-06,4.03E-05,3.94507709
DPM3,0.596288064,7.722573506,4.811317463,3.20E-06,4.04E-05,3.941054171
VEGFC,-0.790682586,6.056157851,-4.810215882,3.21E-06,4.06E-05,3.936396868
HSPBAP1,0.518328532,6.61653304,4.807677427,3.25E-06,4.11E-05,3.925667803
ZCCHC24,-0.853355772,7.452854221,-4.807136532,3.26E-06,4.11E-05,3.92338221
ZNF341,-0.426465901,4.390088825,-4.806892019,3.26E-06,4.11E-05,3.922349067
GPX8,-0.813110643,7.424184279,-4.806277403,3.27E-06,4.12E-05,3.919752305
TBCB,0.475058374,8.781479826,4.806181037,3.27E-06,4.12E-05,3.919345176
SLC25A3,-0.379385211,8.865180606,-4.805512359,3.28E-06,4.13E-05,3.91652033
WDHD1,0.511532995,4.732913604,4.804105919,3.30E-06,4.16E-05,3.910579776
MIR9-3HG,-0.663258518,2.95035892,-4.800965711,3.35E-06,4.21E-05,3.897320896
CSTF3,0.425806875,7.243636335,4.799317068,3.37E-06,4.24E-05,3.890362501
FICD,-0.41542358,6.572244926,-4.799273861,3.37E-06,4.24E-05,3.890180164
DIRAS1,0.568307259,3.042806439,4.798451855,3.39E-06,4.25E-05,3.886711452
PRKAA1,-0.459607252,5.315715908,-4.797808108,3.39E-06,4.26E-05,3.883995273
FAM218A,0.638005907,3.65367718,4.795851736,3.42E-06,4.29E-05,3.875742425
HHIPL2,-1.009899124,4.646231323,-4.795529555,3.43E-06,4.30E-05,3.87438357
SNHG30,0.676810851,5.587428706,4.794294508,3.45E-06,4.32E-05,3.86917519
SNX22,0.518418826,4.132358532,4.794160458,3.45E-06,4.32E-05,3.868609942
LOC100310756,0.584185032,6.181138091,4.793200131,3.46E-06,4.33E-05,3.864560895
CYP4B1,-1.272849984,4.67454875,-4.793187735,3.46E-06,4.33E-05,3.864508634
HIF1A,-0.438519424,10.89169847,-4.792767621,3.47E-06,4.34E-05,3.862737498
HMCES,0.417723589,6.695228965,4.791665184,3.49E-06,4.35E-05,3.858090361
TPSAB1,-0.682098709,4.133131687,-4.791591394,3.49E-06,4.35E-05,3.857779338
TKFC,-0.380840604,5.314776969,-4.791260885,3.49E-06,4.36E-05,3.856386312
ADSL,0.417389317,8.363999342,4.790809902,3.50E-06,4.36E-05,3.854485624
IKBKE,0.468596805,5.911482157,4.7851064,3.59E-06,4.47E-05,3.830459871
NSMCE2,0.511756478,8.032435886,4.78500381,3.59E-06,4.47E-05,3.830027916
CHMP4C,0.902336432,8.083200292,4.78465927,3.60E-06,4.48E-05,3.828577288
CCNA1,1.132854773,4.08940784,4.783095786,3.62E-06,4.50E-05,3.821995488
MNX1,-1.199399052,5.620280783,-4.78236548,3.63E-06,4.51E-05,3.818921689
PRCC,0.49211864,7.087263081,4.782284525,3.64E-06,4.51E-05,3.818580975
GPATCH8,0.358244387,7.325604991,4.7822415,3.64E-06,4.51E-05,3.8183999
NOL4,0.945889542,2.939146889,4.782060742,3.64E-06,4.51E-05,3.817639174
COQ5,-0.450027067,7.546797465,-4.781293733,3.65E-06,4.53E-05,3.814411438
ATAD3B,0.48345151,5.523053853,4.778031857,3.70E-06,4.59E-05,3.80068922
SNHG1,0.579113299,9.204929567,4.777901911,3.71E-06,4.59E-05,3.800142707
MRPS21,0.690539845,9.469797381,4.777829567,3.71E-06,4.59E-05,3.799838454
MARVELD2,-0.704061946,6.314352503,-4.777779201,3.71E-06,4.59E-05,3.799626635
NCAPH,0.768643567,5.394719534,4.776579211,3.73E-06,4.61E-05,3.794580473
SPRYD4,-0.449394506,5.777060925,-4.774456671,3.76E-06,4.65E-05,3.785657224
PCCA,-0.504481538,4.772938454,-4.774362726,3.76E-06,4.65E-05,3.785262343
PSMD4,0.44375386,7.939533133,4.773301462,3.78E-06,4.67E-05,3.780801954
ALDH5A1,0.689263364,5.17236132,4.772783425,3.79E-06,4.67E-05,3.778624972
FOXD3,0.391561598,2.382155279,4.771992868,3.80E-06,4.69E-05,3.775303114
PRG2,0.883338011,3.973014284,4.771433179,3.81E-06,4.70E-05,3.772951597
DIAPH2,0.639665729,6.406733325,4.771166759,3.82E-06,4.70E-05,3.771832315
IQCB1,0.410154963,7.092271379,4.769452758,3.85E-06,4.73E-05,3.764632624
CABYR,0.840001639,5.466468349,4.769140815,3.85E-06,4.74E-05,3.763322519
TMCC3,-0.888836144,5.308768543,-4.768577872,3.86E-06,4.74E-05,3.76095842
STEAP4,-1.25660692,5.104621602,-4.767505827,3.88E-06,4.76E-05,3.756456922
DHX36,0.401904935,7.764906349,4.763361783,3.95E-06,4.85E-05,3.739063489
CD320,1.010161035,6.037099616,4.761467804,3.98E-06,4.89E-05,3.731117937
CDCA5,0.621438437,6.584965493,4.761216865,3.99E-06,4.89E-05,3.730065386
EIF2B3,0.480909108,7.084751772,4.760058369,4.01E-06,4.91E-05,3.725206703
RNPS1,0.370267691,8.422298219,4.758428544,4.04E-06,4.94E-05,3.718372825
ADGRG2,1.26722314,4.032350383,4.758061366,4.04E-06,4.95E-05,3.71683349
IPO5,0.443925189,7.219295003,4.75735966,4.06E-06,4.96E-05,3.713891961
CDK13,-0.255840581,6.118850267,-4.756841151,4.07E-06,4.97E-05,3.711718597
NPY1R,1.907741718,5.3989283,4.755431903,4.09E-06,5.00E-05,3.705812575
PHKB,-0.497589706,6.768930095,-4.755139106,4.10E-06,5.00E-05,3.70458566
CALB2,1.176675551,6.073600831,4.754346206,4.11E-06,5.02E-05,3.701263444
POP1,0.624218033,5.503125443,4.753719963,4.12E-06,5.03E-05,3.698639812
MRPL13,0.539157772,8.869215535,4.753577488,4.12E-06,5.03E-05,3.698042954
TLR1,0.842011149,6.005077061,4.752859858,4.14E-06,5.04E-05,3.695036859
HYPK,-0.474476615,5.235626196,-4.752172915,4.15E-06,5.05E-05,3.692159636
TMEM170A,0.426821612,5.570356308,4.751507293,4.16E-06,5.06E-05,3.689372019
POLM,-0.64445746,5.113375262,-4.750591453,4.18E-06,5.08E-05,3.685536985
LRRC37A3,-0.486914728,5.733951081,-4.750411983,4.18E-06,5.08E-05,3.684785529
KLF2,-0.563558542,6.031381968,-4.7499768,4.19E-06,5.09E-05,3.682963479
MTERF3,0.562258843,8.430847862,4.749212181,4.20E-06,5.10E-05,3.67976243
NF1,-0.420903233,5.282292584,-4.748562759,4.22E-06,5.11E-05,3.677043964
CENPN,0.505094746,5.248880437,4.747098605,4.24E-06,5.14E-05,3.670916096
MCOLN3,0.841734919,4.58978422,4.746757179,4.25E-06,5.15E-05,3.669487351
NFE2L3,0.796845233,5.37820657,4.746592453,4.25E-06,5.15E-05,3.668798059
LNX2,-0.552950525,7.154353819,-4.746408965,4.26E-06,5.15E-05,3.668030279
KPNA4,0.338491645,6.819180497,4.745320809,4.28E-06,5.17E-05,3.663477519
APEH,-0.425298981,6.073869599,-4.744262131,4.30E-06,5.19E-05,3.659048863
FAM201A,0.745605719,3.195396075,4.743525745,4.31E-06,5.21E-05,3.655968865
SH3GLB2,-0.404633241,5.378447484,-4.742803196,4.32E-06,5.22E-05,3.652947105
LMBR1L,-0.363368176,6.432154474,-4.74252833,4.33E-06,5.22E-05,3.651797681
CDKAL1,0.675678891,3.430547714,4.741754176,4.34E-06,5.24E-05,3.648560641
ST8SIA6-AS1,-1.997126375,5.180226718,-4.741372217,4.35E-06,5.24E-05,3.646963674
TP53I13,-0.653913751,6.341604545,-4.741289533,4.35E-06,5.24E-05,3.646617985
FBXO15,-0.948464314,4.464093865,-4.737495466,4.43E-06,5.33E-05,3.630760608
PCNA,0.549841601,9.285406292,4.737076571,4.43E-06,5.33E-05,3.629010429
SPARCL1,-0.742639915,9.477781875,-4.734818921,4.48E-06,5.38E-05,3.619579831
AZGP1P1,-0.969087591,4.210083942,-4.734330193,4.49E-06,5.39E-05,3.617538789
HNMT,-0.488762782,5.306763461,-4.734252537,4.49E-06,5.39E-05,3.617214494
POLD4,-0.595438137,6.50623414,-4.734172485,4.49E-06,5.39E-05,3.616880198
CALHM6,0.86595856,4.734583585,4.731011129,4.55E-06,5.46E-05,3.603681892
GPR161,0.700703023,5.125095849,4.730927128,4.55E-06,5.46E-05,3.603331288
SPPL2A,-0.402077527,7.971762837,-4.730593488,4.56E-06,5.47E-05,3.601938795
LRRC49,0.501323947,5.399694242,4.730440037,4.56E-06,5.47E-05,3.601298372
SH3BP5,0.565437663,8.17342474,4.730092221,4.57E-06,5.47E-05,3.599846834
HYCC1,0.611394533,4.117783336,4.729945542,4.57E-06,5.47E-05,3.599234719
SIX2,-0.959801966,5.021458209,-4.729106602,4.59E-06,5.49E-05,3.595733996
SVOPL,1.055473978,3.585716206,4.728387824,4.61E-06,5.50E-05,3.592735063
PADI3,-1.05316089,3.092770963,-4.722148451,4.73E-06,5.65E-05,3.566717549
